00001 | aes128 | Hashcod Variant 00001 - AES-128 Key | Symmetric Keys | 128 | 16 bytes → Base64 | 128 bits | FIPS 197
02184 | hc10000_code_00466 | Hashcod Variant 02184 - HC-MPC-Nimbus-Chronos-00466-256-bit-v8.8 | Hashcod Advanced Codes 8282 | H00466 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
02185 | hc10000_code_00467 | Hashcod Variant 02185 - HC-FHE-Aether-Delta-00467-L3-v9.1 | Hashcod Advanced Codes 8282 | H00467 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
02186 | hc10000_code_00468 | Hashcod Variant 02186 - HC-THRESH-Argon-Monolith-00468-L5-v1.4 | Hashcod Advanced Codes 8282 | H00468 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
02187 | hc10000_code_00469 | Hashcod Variant 02187 - HC-VDF-Meridian-Zenith-00469-128-bit-v2.7 | Hashcod Advanced Codes 8282 | H00469 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
02188 | hc10000_code_00470 | Hashcod Variant 02188 - HC-VRF-Omega-Lattice-00470-256-bit-v3.0 | Hashcod Advanced Codes 8282 | H00470 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
02189 | hc10000_code_00471 | Hashcod Variant 02189 - HC-AEAD-LW-Vortex-Titan-00471-256-bit-v4.3 | Hashcod Advanced Codes 8282 | H00471 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
02190 | hc10000_code_00472 | Hashcod Variant 02190 - HC-XOF-Krypton-Matrix-00472-L3-v5.6 | Hashcod Advanced Codes 8282 | H00472 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
02191 | hc10000_code_00473 | Hashcod Variant 02191 - HC-KDF-Radial-Prism-00473-L5-v6.9 | Hashcod Advanced Codes 8282 | H00473 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
02192 | hc10000_code_00474 | Hashcod Variant 02192 - HC-MAC-Nexus-Cobalt-00474-192-bit-v7.2 | Hashcod Advanced Codes 8282 | H00474 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
02193 | hc10000_code_00475 | Hashcod Variant 02193 - HC-PAKE-Vega-Solstice-00475-L1-v8.5 | Hashcod Advanced Codes 8282 | H00475 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
02194 | hc10000_code_00476 | Hashcod Variant 02194 - HC-ACCUM-Neon-Parallax-00476-256-bit-v9.8 | Hashcod Advanced Codes 8282 | H00476 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
02195 | hc10000_code_00477 | Hashcod Variant 02195 - HC-IBE-Axiom-Vector-00477-L3-v1.1 | Hashcod Advanced Codes 8282 | H00477 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
02196 | hc10000_code_00478 | Hashcod Variant 02196 - HC-ABE-Nova-Spectra-00478-L5-v2.4 | Hashcod Advanced Codes 8282 | H00478 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
02197 | hc10000_code_00479 | Hashcod Variant 02197 - HC-RING-Zephyr-Aurora-00479-128-bit-v3.7 | Hashcod Advanced Codes 8282 | H00479 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
02198 | hc10000_code_00480 | Hashcod Variant 02198 - HC-BLIND-Pulse-Kairo-00480-256-bit-v4.0 | Hashcod Advanced Codes 8282 | H00480 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
02199 | hc10000_code_00481 | Hashcod Variant 02199 - HC-PQC-KEM-Cipher-Quanta-00481-256-bit-v5.3 | Hashcod Advanced Codes 8282 | H00481 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
02200 | hc10000_code_00482 | Hashcod Variant 02200 - HC-PQC-SIG-Atlas-Sigma-00482-L3-v6.6 | Hashcod Advanced Codes 8282 | H00482 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
02201 | hc10000_code_00483 | Hashcod Variant 02201 - HC-HASH-SIG-Obsidian-Eclipse-00483-L5-v7.9 | Hashcod Advanced Codes 8282 | H00483 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
02202 | hc10000_code_00484 | Hashcod Variant 02202 - HC-HPKE-Helix-Falcon-00484-192-bit-v8.2 | Hashcod Advanced Codes 8282 | H00484 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
02203 | hc10000_code_00485 | Hashcod Variant 02203 - HC-ZK-Orion-Vertex-00485-L1-v9.5 | Hashcod Advanced Codes 8282 | H00485 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
02204 | hc10000_code_00486 | Hashcod Variant 02204 - HC-MPC-Nimbus-Chronos-00486-256-bit-v1.8 | Hashcod Advanced Codes 8282 | H00486 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
02205 | hc10000_code_00487 | Hashcod Variant 02205 - HC-FHE-Aether-Delta-00487-L3-v2.1 | Hashcod Advanced Codes 8282 | H00487 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
02206 | hc10000_code_00488 | Hashcod Variant 02206 - HC-THRESH-Argon-Monolith-00488-L5-v3.4 | Hashcod Advanced Codes 8282 | H00488 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
02207 | hc10000_code_00489 | Hashcod Variant 02207 - HC-VDF-Meridian-Zenith-00489-128-bit-v4.7 | Hashcod Advanced Codes 8282 | H00489 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
02208 | hc10000_code_00490 | Hashcod Variant 02208 - HC-VRF-Omega-Lattice-00490-256-bit-v5.0 | Hashcod Advanced Codes 8282 | H00490 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
02209 | hc10000_code_00491 | Hashcod Variant 02209 - HC-AEAD-LW-Vortex-Titan-00491-256-bit-v6.3 | Hashcod Advanced Codes 8282 | H00491 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
02210 | hc10000_code_00492 | Hashcod Variant 02210 - HC-XOF-Krypton-Matrix-00492-L3-v7.6 | Hashcod Advanced Codes 8282 | H00492 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
02211 | hc10000_code_00493 | Hashcod Variant 02211 - HC-KDF-Radial-Prism-00493-L5-v8.9 | Hashcod Advanced Codes 8282 | H00493 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
02212 | hc10000_code_00494 | Hashcod Variant 02212 - HC-MAC-Nexus-Cobalt-00494-192-bit-v9.2 | Hashcod Advanced Codes 8282 | H00494 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
02213 | hc10000_code_00495 | Hashcod Variant 02213 - HC-PAKE-Vega-Solstice-00495-L1-v1.5 | Hashcod Advanced Codes 8282 | H00495 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
02214 | hc10000_code_00496 | Hashcod Variant 02214 - HC-ACCUM-Neon-Parallax-00496-256-bit-v2.8 | Hashcod Advanced Codes 8282 | H00496 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
02215 | hc10000_code_00497 | Hashcod Variant 02215 - HC-IBE-Axiom-Vector-00497-L3-v3.1 | Hashcod Advanced Codes 8282 | H00497 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
02216 | hc10000_code_00498 | Hashcod Variant 02216 - HC-ABE-Nova-Spectra-00498-L5-v4.4 | Hashcod Advanced Codes 8282 | H00498 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
02217 | hc10000_code_00499 | Hashcod Variant 02217 - HC-RING-Zephyr-Aurora-00499-128-bit-v5.7 | Hashcod Advanced Codes 8282 | H00499 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
02218 | hc10000_code_00500 | Hashcod Variant 02218 - HC-BLIND-Pulse-Kairo-00500-256-bit-v6.0 | Hashcod Advanced Codes 8282 | H00500 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
02219 | hc10000_code_00501 | Hashcod Variant 02219 - HC-PQC-KEM-Cipher-Quanta-00501-256-bit-v7.3 | Hashcod Advanced Codes 8282 | H00501 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
02220 | hc10000_code_00502 | Hashcod Variant 02220 - HC-PQC-SIG-Atlas-Sigma-00502-L3-v8.6 | Hashcod Advanced Codes 8282 | H00502 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
02221 | hc10000_code_00503 | Hashcod Variant 02221 - HC-HASH-SIG-Obsidian-Eclipse-00503-L5-v9.9 | Hashcod Advanced Codes 8282 | H00503 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
02222 | hc10000_code_00504 | Hashcod Variant 02222 - HC-HPKE-Helix-Falcon-00504-192-bit-v1.2 | Hashcod Advanced Codes 8282 | H00504 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
02223 | hc10000_code_00505 | Hashcod Variant 02223 - HC-ZK-Orion-Vertex-00505-L1-v2.5 | Hashcod Advanced Codes 8282 | H00505 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
02224 | hc10000_code_00506 | Hashcod Variant 02224 - HC-MPC-Nimbus-Chronos-00506-256-bit-v3.8 | Hashcod Advanced Codes 8282 | H00506 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
02225 | hc10000_code_00507 | Hashcod Variant 02225 - HC-FHE-Aether-Delta-00507-L3-v4.1 | Hashcod Advanced Codes 8282 | H00507 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
02226 | hc10000_code_00508 | Hashcod Variant 02226 - HC-THRESH-Argon-Monolith-00508-L5-v5.4 | Hashcod Advanced Codes 8282 | H00508 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
02227 | hc10000_code_00509 | Hashcod Variant 02227 - HC-VDF-Meridian-Zenith-00509-128-bit-v6.7 | Hashcod Advanced Codes 8282 | H00509 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
02228 | hc10000_code_00510 | Hashcod Variant 02228 - HC-VRF-Omega-Lattice-00510-256-bit-v7.0 | Hashcod Advanced Codes 8282 | H00510 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
02229 | hc10000_code_00511 | Hashcod Variant 02229 - HC-AEAD-LW-Vortex-Titan-00511-256-bit-v8.3 | Hashcod Advanced Codes 8282 | H00511 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
02230 | hc10000_code_00512 | Hashcod Variant 02230 - HC-XOF-Krypton-Matrix-00512-L3-v9.6 | Hashcod Advanced Codes 8282 | H00512 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
02231 | hc10000_code_00513 | Hashcod Variant 02231 - HC-KDF-Radial-Prism-00513-L5-v1.9 | Hashcod Advanced Codes 8282 | H00513 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
02232 | hc10000_code_00514 | Hashcod Variant 02232 - HC-MAC-Nexus-Cobalt-00514-192-bit-v2.2 | Hashcod Advanced Codes 8282 | H00514 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
02233 | hc10000_code_00515 | Hashcod Variant 02233 - HC-PAKE-Vega-Solstice-00515-L1-v3.5 | Hashcod Advanced Codes 8282 | H00515 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
02234 | hc10000_code_00516 | Hashcod Variant 02234 - HC-ACCUM-Neon-Parallax-00516-256-bit-v4.8 | Hashcod Advanced Codes 8282 | H00516 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
02235 | hc10000_code_00517 | Hashcod Variant 02235 - HC-IBE-Axiom-Vector-00517-L3-v5.1 | Hashcod Advanced Codes 8282 | H00517 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
02236 | hc10000_code_00518 | Hashcod Variant 02236 - HC-ABE-Nova-Spectra-00518-L5-v6.4 | Hashcod Advanced Codes 8282 | H00518 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
02237 | hc10000_code_00519 | Hashcod Variant 02237 - HC-RING-Zephyr-Aurora-00519-128-bit-v7.7 | Hashcod Advanced Codes 8282 | H00519 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
02238 | hc10000_code_00520 | Hashcod Variant 02238 - HC-BLIND-Pulse-Kairo-00520-256-bit-v8.0 | Hashcod Advanced Codes 8282 | H00520 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
02239 | hc10000_code_00521 | Hashcod Variant 02239 - HC-PQC-KEM-Cipher-Quanta-00521-256-bit-v9.3 | Hashcod Advanced Codes 8282 | H00521 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
02240 | hc10000_code_00522 | Hashcod Variant 02240 - HC-PQC-SIG-Atlas-Sigma-00522-L3-v1.6 | Hashcod Advanced Codes 8282 | H00522 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
02241 | hc10000_code_00523 | Hashcod Variant 02241 - HC-HASH-SIG-Obsidian-Eclipse-00523-L5-v2.9 | Hashcod Advanced Codes 8282 | H00523 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
02242 | hc10000_code_00524 | Hashcod Variant 02242 - HC-HPKE-Helix-Falcon-00524-192-bit-v3.2 | Hashcod Advanced Codes 8282 | H00524 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
02243 | hc10000_code_00525 | Hashcod Variant 02243 - HC-ZK-Orion-Vertex-00525-L1-v4.5 | Hashcod Advanced Codes 8282 | H00525 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
02244 | hc10000_code_00526 | Hashcod Variant 02244 - HC-MPC-Nimbus-Chronos-00526-256-bit-v5.8 | Hashcod Advanced Codes 8282 | H00526 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
02245 | hc10000_code_00527 | Hashcod Variant 02245 - HC-FHE-Aether-Delta-00527-L3-v6.1 | Hashcod Advanced Codes 8282 | H00527 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
02246 | hc10000_code_00528 | Hashcod Variant 02246 - HC-THRESH-Argon-Monolith-00528-L5-v7.4 | Hashcod Advanced Codes 8282 | H00528 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
02247 | hc10000_code_00529 | Hashcod Variant 02247 - HC-VDF-Meridian-Zenith-00529-128-bit-v8.7 | Hashcod Advanced Codes 8282 | H00529 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
02248 | hc10000_code_00530 | Hashcod Variant 02248 - HC-VRF-Omega-Lattice-00530-256-bit-v9.0 | Hashcod Advanced Codes 8282 | H00530 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
02249 | hc10000_code_00531 | Hashcod Variant 02249 - HC-AEAD-LW-Vortex-Titan-00531-256-bit-v1.3 | Hashcod Advanced Codes 8282 | H00531 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
02250 | hc10000_code_00532 | Hashcod Variant 02250 - HC-XOF-Krypton-Matrix-00532-L3-v2.6 | Hashcod Advanced Codes 8282 | H00532 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
02251 | hc10000_code_00533 | Hashcod Variant 02251 - HC-KDF-Radial-Prism-00533-L5-v3.9 | Hashcod Advanced Codes 8282 | H00533 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
02252 | hc10000_code_00534 | Hashcod Variant 02252 - HC-MAC-Nexus-Cobalt-00534-192-bit-v4.2 | Hashcod Advanced Codes 8282 | H00534 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
02253 | hc10000_code_00535 | Hashcod Variant 02253 - HC-PAKE-Vega-Solstice-00535-L1-v5.5 | Hashcod Advanced Codes 8282 | H00535 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
02254 | hc10000_code_00536 | Hashcod Variant 02254 - HC-ACCUM-Neon-Parallax-00536-256-bit-v6.8 | Hashcod Advanced Codes 8282 | H00536 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
02255 | hc10000_code_00537 | Hashcod Variant 02255 - HC-IBE-Axiom-Vector-00537-L3-v7.1 | Hashcod Advanced Codes 8282 | H00537 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
02256 | hc10000_code_00538 | Hashcod Variant 02256 - HC-ABE-Nova-Spectra-00538-L5-v8.4 | Hashcod Advanced Codes 8282 | H00538 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
02257 | hc10000_code_00539 | Hashcod Variant 02257 - HC-RING-Zephyr-Aurora-00539-128-bit-v9.7 | Hashcod Advanced Codes 8282 | H00539 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
02258 | hc10000_code_00540 | Hashcod Variant 02258 - HC-BLIND-Pulse-Kairo-00540-256-bit-v1.0 | Hashcod Advanced Codes 8282 | H00540 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
02259 | hc10000_code_00541 | Hashcod Variant 02259 - HC-PQC-KEM-Cipher-Quanta-00541-256-bit-v2.3 | Hashcod Advanced Codes 8282 | H00541 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
02260 | hc10000_code_00542 | Hashcod Variant 02260 - HC-PQC-SIG-Atlas-Sigma-00542-L3-v3.6 | Hashcod Advanced Codes 8282 | H00542 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
02261 | hc10000_code_00543 | Hashcod Variant 02261 - HC-HASH-SIG-Obsidian-Eclipse-00543-L5-v4.9 | Hashcod Advanced Codes 8282 | H00543 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
02262 | hc10000_code_00544 | Hashcod Variant 02262 - HC-HPKE-Helix-Falcon-00544-192-bit-v5.2 | Hashcod Advanced Codes 8282 | H00544 | HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod HPKE profile
02263 | hc10000_code_00545 | Hashcod Variant 02263 - HC-ZK-Orion-Vertex-00545-L1-v6.5 | Hashcod Advanced Codes 8282 | H00545 | ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod ZK profile
02264 | hc10000_code_00546 | Hashcod Variant 02264 - HC-MPC-Nimbus-Chronos-00546-256-bit-v7.8 | Hashcod Advanced Codes 8282 | H00546 | MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod MPC profile
02265 | hc10000_code_00547 | Hashcod Variant 02265 - HC-FHE-Aether-Delta-00547-L3-v8.1 | Hashcod Advanced Codes 8282 | H00547 | FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod FHE profile
02266 | hc10000_code_00548 | Hashcod Variant 02266 - HC-THRESH-Argon-Monolith-00548-L5-v9.4 | Hashcod Advanced Codes 8282 | H00548 | THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod THRESH profile
02267 | hc10000_code_00549 | Hashcod Variant 02267 - HC-VDF-Meridian-Zenith-00549-128-bit-v1.7 | Hashcod Advanced Codes 8282 | H00549 | VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod VDF profile
02268 | hc10000_code_00550 | Hashcod Variant 02268 - HC-VRF-Omega-Lattice-00550-256-bit-v2.0 | Hashcod Advanced Codes 8282 | H00550 | VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod VRF profile
02269 | hc10000_code_00551 | Hashcod Variant 02269 - HC-AEAD-LW-Vortex-Titan-00551-256-bit-v3.3 | Hashcod Advanced Codes 8282 | H00551 | AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 640 bits | Hashcod AEAD-LW profile
02270 | hc10000_code_00552 | Hashcod Variant 02270 - HC-XOF-Krypton-Matrix-00552-L3-v4.6 | Hashcod Advanced Codes 8282 | H00552 | XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod XOF profile
02271 | hc10000_code_00553 | Hashcod Variant 02271 - HC-KDF-Radial-Prism-00553-L5-v5.9 | Hashcod Advanced Codes 8282 | H00553 | KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod KDF profile
02272 | hc10000_code_00554 | Hashcod Variant 02272 - HC-MAC-Nexus-Cobalt-00554-192-bit-v6.2 | Hashcod Advanced Codes 8282 | H00554 | MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod MAC profile
02273 | hc10000_code_00555 | Hashcod Variant 02273 - HC-PAKE-Vega-Solstice-00555-L1-v7.5 | Hashcod Advanced Codes 8282 | H00555 | PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod PAKE profile
02274 | hc10000_code_00556 | Hashcod Variant 02274 - HC-ACCUM-Neon-Parallax-00556-256-bit-v8.8 | Hashcod Advanced Codes 8282 | H00556 | ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod ACCUM profile
02275 | hc10000_code_00557 | Hashcod Variant 02275 - HC-IBE-Axiom-Vector-00557-L3-v9.1 | Hashcod Advanced Codes 8282 | H00557 | IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 768 bits | Hashcod IBE profile
02276 | hc10000_code_00558 | Hashcod Variant 02276 - HC-ABE-Nova-Spectra-00558-L5-v1.4 | Hashcod Advanced Codes 8282 | H00558 | ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 800 bits | Hashcod ABE profile
02277 | hc10000_code_00559 | Hashcod Variant 02277 - HC-RING-Zephyr-Aurora-00559-128-bit-v2.7 | Hashcod Advanced Codes 8282 | H00559 | RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod RING profile
02278 | hc10000_code_00560 | Hashcod Variant 02278 - HC-BLIND-Pulse-Kairo-00560-256-bit-v3.0 | Hashcod Advanced Codes 8282 | H00560 | BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 704 bits | Hashcod BLIND profile
02279 | hc10000_code_00561 | Hashcod Variant 02279 - HC-PQC-KEM-Cipher-Quanta-00561-256-bit-v4.3 | Hashcod Advanced Codes 8282 | H00561 | PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-KEM profile
02280 | hc10000_code_00562 | Hashcod Variant 02280 - HC-PQC-SIG-Atlas-Sigma-00562-L3-v5.6 | Hashcod Advanced Codes 8282 | H00562 | PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 896 bits | Hashcod PQC-SIG profile
02281 | hc10000_code_00563 | Hashcod Variant 02281 - HC-HASH-SIG-Obsidian-Eclipse-00563-L5-v6.9 | Hashcod Advanced Codes 8282 | H00563 | HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce | 832 bits | Hashcod HASH-SIG profile
