index,id,category_id,category,name,badge,engine,entropy,standard,about
"2715","hc10000_code_00997","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02715 - HC-IBE-Axiom-Vector-00997-L3-v8.1","H00997","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-00997-L3-v8.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2716","hc10000_code_00998","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02716 - HC-ABE-Nova-Spectra-00998-L5-v9.4","H00998","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-00998-L5-v9.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2717","hc10000_code_00999","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02717 - HC-RING-Zephyr-Aurora-00999-128-bit-v1.7","H00999","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-00999-128-bit-v1.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2718","hc10000_code_01000","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02718 - HC-BLIND-Pulse-Kairo-01000-256-bit-v2.0","H01000","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-01000-256-bit-v2.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2719","hc10000_code_01001","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02719 - HC-PQC-KEM-Cipher-Quanta-01001-256-bit-v3.3","H01001","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-01001-256-bit-v3.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2720","hc10000_code_01002","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02720 - HC-PQC-SIG-Atlas-Sigma-01002-L3-v4.6","H01002","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-01002-L3-v4.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2721","hc10000_code_01003","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02721 - HC-HASH-SIG-Obsidian-Eclipse-01003-L5-v5.9","H01003","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-01003-L5-v5.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2722","hc10000_code_01004","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02722 - HC-HPKE-Helix-Falcon-01004-192-bit-v6.2","H01004","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-01004-192-bit-v6.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2723","hc10000_code_01005","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02723 - HC-ZK-Orion-Vertex-01005-L1-v7.5","H01005","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-01005-L1-v7.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2724","hc10000_code_01006","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02724 - HC-MPC-Nimbus-Chronos-01006-256-bit-v8.8","H01006","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-01006-256-bit-v8.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2725","hc10000_code_01007","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02725 - HC-FHE-Aether-Delta-01007-L3-v9.1","H01007","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-01007-L3-v9.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2726","hc10000_code_01008","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02726 - HC-THRESH-Argon-Monolith-01008-L5-v1.4","H01008","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-01008-L5-v1.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2727","hc10000_code_01009","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02727 - HC-VDF-Meridian-Zenith-01009-128-bit-v2.7","H01009","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-01009-128-bit-v2.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2728","hc10000_code_01010","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02728 - HC-VRF-Omega-Lattice-01010-256-bit-v3.0","H01010","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-01010-256-bit-v3.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2729","hc10000_code_01011","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02729 - HC-AEAD-LW-Vortex-Titan-01011-256-bit-v4.3","H01011","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-01011-256-bit-v4.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2730","hc10000_code_01012","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02730 - HC-XOF-Krypton-Matrix-01012-L3-v5.6","H01012","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-01012-L3-v5.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2731","hc10000_code_01013","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02731 - HC-KDF-Radial-Prism-01013-L5-v6.9","H01013","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-01013-L5-v6.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2732","hc10000_code_01014","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02732 - HC-MAC-Nexus-Cobalt-01014-192-bit-v7.2","H01014","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-01014-192-bit-v7.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2733","hc10000_code_01015","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02733 - HC-PAKE-Vega-Solstice-01015-L1-v8.5","H01015","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-01015-L1-v8.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2734","hc10000_code_01016","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02734 - HC-ACCUM-Neon-Parallax-01016-256-bit-v9.8","H01016","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-01016-256-bit-v9.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2735","hc10000_code_01017","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02735 - HC-IBE-Axiom-Vector-01017-L3-v1.1","H01017","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-01017-L3-v1.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2736","hc10000_code_01018","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02736 - HC-ABE-Nova-Spectra-01018-L5-v2.4","H01018","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-01018-L5-v2.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2737","hc10000_code_01019","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02737 - HC-RING-Zephyr-Aurora-01019-128-bit-v3.7","H01019","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-01019-128-bit-v3.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2738","hc10000_code_01020","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02738 - HC-BLIND-Pulse-Kairo-01020-256-bit-v4.0","H01020","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-01020-256-bit-v4.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2739","hc10000_code_01021","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02739 - HC-PQC-KEM-Cipher-Quanta-01021-256-bit-v5.3","H01021","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-01021-256-bit-v5.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2740","hc10000_code_01022","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02740 - HC-PQC-SIG-Atlas-Sigma-01022-L3-v6.6","H01022","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-01022-L3-v6.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2741","hc10000_code_01023","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02741 - HC-HASH-SIG-Obsidian-Eclipse-01023-L5-v7.9","H01023","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-01023-L5-v7.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2742","hc10000_code_01024","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02742 - HC-HPKE-Helix-Falcon-01024-192-bit-v8.2","H01024","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-01024-192-bit-v8.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2743","hc10000_code_01025","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02743 - HC-ZK-Orion-Vertex-01025-L1-v9.5","H01025","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-01025-L1-v9.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2744","hc10000_code_01026","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02744 - HC-MPC-Nimbus-Chronos-01026-256-bit-v1.8","H01026","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-01026-256-bit-v1.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2745","hc10000_code_01027","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02745 - HC-FHE-Aether-Delta-01027-L3-v2.1","H01027","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-01027-L3-v2.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"2746","hc10000_code_01028","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 02746 - HC-THRESH-Argon-Monolith-01028-L5-v3.4","H01028","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-01028-L5-v3.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
